2905.trimal.aln.fas.treefile	Apodanthes_FLO_TRINITY_DN3539_c0_g1_i7, Pilostyles_FRU_TRINITY_DN17236_c0_g1_i1
735.trimal.aln.fas.treefile	No orthologous Apodanthaceae
2479.trimal.aln.fas.treefile	Apodanthes_FRU_TRINITY_DN3639_c0_g1_i2, Pilostyles_ALL_TRINITY_DN71967_c0_g1_i1
705.trimal.aln.fas.treefile	Apodanthes_FRU_TRINITY_DN1505_c0_g1_i10, Pilostyles_MAL_TRINITY_DN2321_c0_g1_i33
2983.trimal.aln.fas.treefile	Pilostyles_MAL_TRINITY_DN100199_c0_g1_i1
1785.trimal.aln.fas.treefile	Pilostyles_ALL_TRINITY_DN30684_c0_g1_i1
379.trimal.aln.fas.treefile	Apodanthes_FLO_TRINITY_DN174_c0_g1_i9, Pilostyles_FRU_TRINITY_DN35001_c9_g1_i3
931.trimal.aln.fas.treefile	Apodanthes_FRU_TRINITY_DN2454_c0_g1_i1, Pilostyles_FRU_TRINITY_DN35438_c0_g2_i10
1283.trimal.aln.fas.treefile	No orthologous Apodanthaceae
1908.trimal.aln.fas.treefile	Apodanthes_FRU_TRINITY_DN1862_c0_g2_i1, Pilostyles_MAL_TRINITY_DN132_c0_g2_i4
2221.trimal.aln.fas.treefile	Apodanthes_FRU_TRINITY_DN1412_c0_g1_i17, Pilostyles_MAL_TRINITY_DN875_c0_g1_i5
336.trimal.aln.fas.treefile	Apodanthes_FLO_TRINITY_DN4198_c0_g1_i5, Pilostyles_MAL_TRINITY_DN675_c0_g1_i2
2481.trimal.aln.fas.treefile	Apodanthes_FLO_TRINITY_DN5863_c0_g1_i1
2034.trimal.aln.fas.treefile	Apodanthes_FRU_TRINITY_DN4139_c0_g1_i21, Pilostyles_ALL_TRINITY_DN71818_c0_g1_i1
1834.trimal.aln.fas.treefile	Apodanthes_FLO_TRINITY_DN6736_c0_g1_i13
2270.trimal.aln.fas.treefile	Apodanthes_FLO_TRINITY_DN1602_c0_g1_i10, Pilostyles_FRU_TRINITY_DN34354_c0_g2_i10
566.trimal.aln.fas.treefile	Pilostyles_ALL_TRINITY_DN17259_c1_g4_i4
507.trimal.aln.fas.treefile	Apodanthes_FLO_TRINITY_DN3403_c0_g2_i1, Pilostyles_FEM_TRINITY_DN1599_c0_g2_i3
2889.trimal.aln.fas.treefile	Pilostyles_FEM_TRINITY_DN3730_c0_g1_i2
553.trimal.aln.fas.treefile	Apodanthes_FRU_TRINITY_DN2216_c0_g2_i8, Pilostyles_ALL_TRINITY_DN117275_c0_g1_i1
2764.trimal.aln.fas.treefile	Apodanthes_FRU_TRINITY_DN3750_c1_g2_i3, Pilostyles_FRU_TRINITY_DN34607_c0_g2_i3
2394.trimal.aln.fas.treefile	Apodanthes_FRU_TRINITY_DN3793_c0_g1_i11, Pilostyles_FEM_TRINITY_DN33_c0_g1_i30
1961.trimal.aln.fas.treefile	Apodanthes_FLO_TRINITY_DN66_c0_g2_i8, Pilostyles_FRU_TRINITY_DN34294_c3_g1_i1
